2.437989807128906250e+02,2.468108825683593750e+02,2.469956054687500000e+02,2.468076019287109375e+02,2.486234436035156250e+02,2.507853393554687500e+02,2.547444152832031250e+02,2.583319396972656250e+02,2.621879577636718750e+02,2.665026245117187500e+02,2.699535522460937500e+02,2.725260009765625000e+02,2.746119079589843750e+02,2.762352600097656250e+02,2.777000732421875000e+02,2.792308959960937500e+02,2.809705810546875000e+02,2.829514160156250000e+02,2.848384399414062500e+02,2.864869689941406250e+02,2.881865844726562500e+02,2.899082031250000000e+02,2.915810546875000000e+02,2.931864624023437500e+02,2.945678710937500000e+02,2.957747802734375000e+02,2.967747802734375000e+02,2.975242614746093750e+02,2.980909423828125000e+02,2.985579833984375000e+02,2.986929321289062500e+02,2.983498535156250000e+02,2.984755249023437500e+02,2.988688354492187500e+02,2.988844299316406250e+02,2.989031372070312500e+02,2.987011108398437500e+02,2.984955444335937500e+02,2.979113464355468750e+02,2.971192016601562500e+02,2.961274414062500000e+02,2.950541687011718750e+02,2.939315185546875000e+02,2.925617675781250000e+02,2.910568847656250000e+02,2.893441162109375000e+02,2.872950439453125000e+02,2.849888305664062500e+02,2.825422058105468750e+02,2.805355529785156250e+02,2.789158325195312500e+02,2.773752136230468750e+02,2.756150817871093750e+02,2.736192016601562500e+02,2.716240234375000000e+02,2.692665405273437500e+02,2.667397155761718750e+02,2.639299926757812500e+02,2.614485473632812500e+02,2.592573852539062500e+02,2.574260253906250000e+02,2.558385620117187500e+02,2.549272766113281250e+02,2.546531372070312500e+02
2.402104797363281250e+02,2.431778564453125000e+02,2.449110717773437500e+02,2.453922729492187500e+02,2.464195098876953125e+02,2.485410766601562500e+02,2.528274230957031250e+02,2.567638854980468750e+02,2.604520874023437500e+02,2.637584228515625000e+02,2.662146606445312500e+02,2.682685546875000000e+02,2.700351562500000000e+02,2.716453857421875000e+02,2.731805725097656250e+02,2.747733154296875000e+02,2.764442749023437500e+02,2.781857299804687500e+02,2.799060058593750000e+02,2.815446166992187500e+02,2.833214721679687500e+02,2.850844116210937500e+02,2.867821960449218750e+02,2.884479980468750000e+02,2.898642578125000000e+02,2.910153198242187500e+02,2.918882446289062500e+02,2.925488891601562500e+02,2.930939331054687500e+02,2.934705810546875000e+02,2.936260986328125000e+02,2.935464782714843750e+02,2.936048583984375000e+02,2.937559509277343750e+02,2.939364624023437500e+02,2.940659790039062500e+02,2.939923706054687500e+02,2.938764038085937500e+02,2.936034240722656250e+02,2.929407348632812500e+02,2.920029296875000000e+02,2.908448791503906250e+02,2.896619873046875000e+02,2.882117309570312500e+02,2.867563171386718750e+02,2.850153808593750000e+02,2.832104492187500000e+02,2.812099304199218750e+02,2.790546875000000000e+02,2.771286621093750000e+02,2.754355468750000000e+02,2.737767639160156250e+02,2.721119995117187500e+02,2.703145141601562500e+02,2.685827636718750000e+02,2.665158081054687500e+02,2.647546386718750000e+02,2.633171691894531250e+02,2.618854370117187500e+02,2.602989501953125000e+02,2.588388061523437500e+02,2.582467651367187500e+02,2.582528076171875000e+02,2.580916442871093750e+02
2.363780670166015625e+02,2.395022430419921875e+02,2.427304992675781250e+02,2.432123718261718750e+02,2.443845062255859375e+02,2.471768798828125000e+02,2.511891174316406250e+02,2.554523315429687500e+02,2.593239440917968750e+02,2.616858520507812500e+02,2.634573364257812500e+02,2.651007690429687500e+02,2.667041320800781250e+02,2.683286743164062500e+02,2.699981689453125000e+02,2.717460937500000000e+02,2.735505676269531250e+02,2.753355102539062500e+02,2.770692749023437500e+02,2.787835693359375000e+02,2.805024414062500000e+02,2.821610107421875000e+02,2.837532043457031250e+02,2.853161010742187500e+02,2.867372436523437500e+02,2.879122314453125000e+02,2.888004455566406250e+02,2.894212951660156250e+02,2.898228149414062500e+02,2.899999694824218750e+02,2.901198425292968750e+02,2.902564392089843750e+02,2.902149658203125000e+02,2.900819091796875000e+02,2.902344360351562500e+02,2.904811706542968750e+02,2.905994567871093750e+02,2.904837036132812500e+02,2.901265258789062500e+02,2.894880371093750000e+02,2.885010070800781250e+02,2.873297424316406250e+02,2.861370849609375000e+02,2.846558532714843750e+02,2.830792236328125000e+02,2.813339843750000000e+02,2.795461425781250000e+02,2.776188964843750000e+02,2.755335693359375000e+02,2.736744689941406250e+02,2.719885864257812500e+02,2.703885192871093750e+02,2.688653564453125000e+02,2.673788452148437500e+02,2.659080810546875000e+02,2.643101196289062500e+02,2.629614868164062500e+02,2.617506713867187500e+02,2.604917602539062500e+02,2.591972961425781250e+02,2.580242309570312500e+02,2.580315551757812500e+02,2.577930297851562500e+02,2.576161804199218750e+02
2.295613555908203125e+02,2.355470123291015625e+02,2.374786376953125000e+02,2.380380554199218750e+02,2.392711791992187500e+02,2.418791503906250000e+02,2.465671539306640625e+02,2.509227294921875000e+02,2.528868713378906250e+02,2.544015502929687500e+02,2.557449188232421875e+02,2.570972290039062500e+02,2.585520629882812500e+02,2.601459350585937500e+02,2.618949584960937500e+02,2.637768859863281250e+02,2.657300415039062500e+02,2.676919555664062500e+02,2.696154174804687500e+02,2.714893798828125000e+02,2.733252563476562500e+02,2.751180725097656250e+02,2.768071594238281250e+02,2.783428955078125000e+02,2.796247558593750000e+02,2.805883789062500000e+02,2.812689819335937500e+02,2.816898498535156250e+02,2.819303283691406250e+02,2.820255737304687500e+02,2.820961914062500000e+02,2.821420288085937500e+02,2.821170959472656250e+02,2.820718994140625000e+02,2.820929260253906250e+02,2.821917114257812500e+02,2.822243041992187500e+02,2.820336608886718750e+02,2.816236572265625000e+02,2.809650573730468750e+02,2.800624389648437500e+02,2.789404602050781250e+02,2.777244873046875000e+02,2.761738281250000000e+02,2.744674682617187500e+02,2.726052551269531250e+02,2.707391967773437500e+02,2.688334350585937500e+02,2.669276733398437500e+02,2.651714477539062500e+02,2.635568237304687500e+02,2.621074829101562500e+02,2.608189697265625000e+02,2.596325683593750000e+02,2.585247802734375000e+02,2.574219970703125000e+02,2.562951049804687500e+02,2.552121734619140625e+02,2.542036895751953125e+02,2.533568115234375000e+02,2.528523864746093750e+02,2.523807067871093750e+02,2.520681762695312500e+02,2.518881835937500000e+02
2.356239318847656250e+02,2.359047241210937500e+02,2.353367919921875000e+02,2.366092376708984375e+02,2.385210876464843750e+02,2.405593261718750000e+02,2.428001708984375000e+02,2.446491699218750000e+02,2.461346588134765625e+02,2.474399108886718750e+02,2.486882476806640625e+02,2.499967803955078125e+02,2.514470367431640625e+02,2.530715332031250000e+02,2.548673858642578125e+02,2.567872619628906250e+02,2.587600097656250000e+02,2.607163085937500000e+02,2.626262817382812500e+02,2.644935607910156250e+02,2.663574829101562500e+02,2.682328491210937500e+02,2.700669555664062500e+02,2.717480773925781250e+02,2.731562500000000000e+02,2.741966857910156250e+02,2.748645019531250000e+02,2.752023925781250000e+02,2.753122253417968750e+02,2.753147888183593750e+02,2.752876586914062500e+02,2.752617187500000000e+02,2.752550048828125000e+02,2.752340087890625000e+02,2.752324829101562500e+02,2.752385253906250000e+02,2.751624755859375000e+02,2.749201660156250000e+02,2.744390869140625000e+02,2.737071838378906250e+02,2.727306213378906250e+02,2.715368041992187500e+02,2.702275085449218750e+02,2.686932983398437500e+02,2.670047607421875000e+02,2.651604614257812500e+02,2.632455139160156250e+02,2.614303588867187500e+02,2.596666564941406250e+02,2.580102844238281250e+02,2.564840698242187500e+02,2.551199645996093750e+02,2.538903198242187500e+02,2.527636718750000000e+02,2.517201843261718750e+02,2.507148742675781250e+02,2.497450561523437500e+02,2.488009948730468750e+02,2.478879394531250000e+02,2.470839843750000000e+02,2.464904174804687500e+02,2.460126495361328125e+02,2.456854248046875000e+02,2.455024261474609375e+02
2.298178405761718750e+02,2.301119995117187500e+02,2.304947052001953125e+02,2.312032165527343750e+02,2.321807098388671875e+02,2.334375000000000000e+02,2.348754272460937500e+02,2.362250518798828125e+02,2.374365234375000000e+02,2.385983581542968750e+02,2.397768707275390625e+02,2.410593566894531250e+02,2.425143585205078125e+02,2.441633758544921875e+02,2.459861450195312500e+02,2.479131622314453125e+02,2.498699340820312500e+02,2.518014221191406250e+02,2.537050323486328125e+02,2.556152038574218750e+02,2.575886840820312500e+02,2.596223754882812500e+02,2.616525573730468750e+02,2.635275878906250000e+02,2.650607910156250000e+02,2.661274414062500000e+02,2.667456359863281250e+02,2.670263671875000000e+02,2.671042175292968750e+02,2.670988159179687500e+02,2.670823669433593750e+02,2.670816650390625000e+02,2.670871276855468750e+02,2.670798034667968750e+02,2.670681152343750000e+02,2.670284729003906250e+02,2.668872070312500000e+02,2.665620117187500000e+02,2.659998168945312500e+02,2.651772155761718750e+02,2.640905151367187500e+02,2.627679748535156250e+02,2.612458496093750000e+02,2.596198120117187500e+02,2.578872070312500000e+02,2.560125122070312500e+02,2.541483459472656250e+02,2.523671569824218750e+02,2.506639709472656250e+02,2.490792083740234375e+02,2.476018371582031250e+02,2.462814331054687500e+02,2.450820617675781250e+02,2.439973602294921875e+02,2.429945831298828125e+02,2.420574951171875000e+02,2.411605987548828125e+02,2.402916412353515625e+02,2.394584045410156250e+02,2.387209167480468750e+02,2.381446838378906250e+02,2.376814880371093750e+02,2.373603668212890625e+02,2.371819763183593750e+02
2.208442993164062500e+02,2.210608825683593750e+02,2.213895416259765625e+02,2.219497070312500000e+02,2.227301025390625000e+02,2.237032775878906250e+02,2.247763061523437500e+02,2.257867431640625000e+02,2.267720336914062500e+02,2.277948303222656250e+02,2.288907775878906250e+02,2.301266174316406250e+02,2.315460205078125000e+02,2.331601409912109375e+02,2.349308624267578125e+02,2.367827453613281250e+02,2.386585083007812500e+02,2.405305328369140625e+02,2.424300689697265625e+02,2.444128265380859375e+02,2.465294036865234375e+02,2.487593994140625000e+02,2.509752197265625000e+02,2.529434814453125000e+02,2.544804077148437500e+02,2.555434722900390625e+02,2.562008056640625000e+02,2.565619201660156250e+02,2.567330017089843750e+02,2.567992553710937500e+02,2.568210449218750000e+02,2.568233032226562500e+02,2.568140869140625000e+02,2.567859497070312500e+02,2.567415161132812500e+02,2.566437377929687500e+02,2.564274291992187500e+02,2.560284423828125000e+02,2.553974914550781250e+02,2.545086975097656250e+02,2.533516693115234375e+02,2.519395294189453125e+02,2.502706604003906250e+02,2.484391174316406250e+02,2.465677185058593750e+02,2.447259063720703125e+02,2.428788604736328125e+02,2.411110534667968750e+02,2.394418334960937500e+02,2.379230194091796875e+02,2.365195922851562500e+02,2.352754821777343750e+02,2.341529846191406250e+02,2.331491851806640625e+02,2.322260131835937500e+02,2.313873596191406250e+02,2.306094970703125000e+02,2.298865051269531250e+02,2.292120819091796875e+02,2.286129150390625000e+02,2.281135101318359375e+02,2.277106781005859375e+02,2.274218444824218750e+02,2.272601776123046875e+02
2.114629516601562500e+02,2.115259094238281250e+02,2.117815246582031250e+02,2.121015930175781250e+02,2.125694274902343750e+02,2.131926574707031250e+02,2.138149108886718750e+02,2.145256652832031250e+02,2.153808288574218750e+02,2.162723541259765625e+02,2.172472076416015625e+02,2.183071899414062500e+02,2.194645080566406250e+02,2.207180786132812500e+02,2.220569458007812500e+02,2.234691009521484375e+02,2.249597167968750000e+02,2.265538330078125000e+02,2.283022155761718750e+02,2.302442016601562500e+02,2.323803710937500000e+02,2.345891876220703125e+02,2.366334991455078125e+02,2.383022460937500000e+02,2.395343017578125000e+02,2.403854675292968750e+02,2.409513702392578125e+02,2.413009338378906250e+02,2.414905700683593750e+02,2.415662841796875000e+02,2.415757904052734375e+02,2.415698394775390625e+02,2.415762634277343750e+02,2.415870513916015625e+02,2.415801391601562500e+02,2.415031585693359375e+02,2.413084716796875000e+02,2.409653930664062500e+02,2.404444580078125000e+02,2.396977233886718750e+02,2.386931457519531250e+02,2.374239501953125000e+02,2.359053955078125000e+02,2.341886291503906250e+02,2.323717041015625000e+02,2.306251831054687500e+02,2.289689025878906250e+02,2.274495849609375000e+02,2.260785217285156250e+02,2.248725891113281250e+02,2.238136138916015625e+02,2.229176483154296875e+02,2.221234130859375000e+02,2.214294738769531250e+02,2.207727508544921875e+02,2.202208099365234375e+02,2.197561645507812500e+02,2.193867340087890625e+02,2.190532989501953125e+02,2.187476196289062500e+02,2.184428405761718750e+02,2.182683105468750000e+02,2.180938262939453125e+02,2.179891967773437500e+02
2.082013854980468750e+02,2.082380065917968750e+02,2.083316650390625000e+02,2.085412597656250000e+02,2.088225097656250000e+02,2.092151489257812500e+02,2.096957092285156250e+02,2.102695617675781250e+02,2.110090789794921875e+02,2.118455047607421875e+02,2.127136688232421875e+02,2.135938873291015625e+02,2.144653015136718750e+02,2.153241577148437500e+02,2.161928100585937500e+02,2.171233825683593750e+02,2.181722412109375000e+02,2.193996582031250000e+02,2.208551788330078125e+02,2.225508575439453125e+02,2.244195861816406250e+02,2.262852172851562500e+02,2.279115295410156250e+02,2.291672058105468750e+02,2.300550994873046875e+02,2.306566925048828125e+02,2.310578460693359375e+02,2.313186798095703125e+02,2.314799957275390625e+02,2.315664062500000000e+02,2.315948791503906250e+02,2.316003417968750000e+02,2.316123504638671875e+02,2.316263122558593750e+02,2.316221313476562500e+02,2.315640563964843750e+02,2.314215545654296875e+02,2.311777648925781250e+02,2.308010864257812500e+02,2.302445983886718750e+02,2.294673461914062500e+02,2.284543609619140625e+02,2.272160339355468750e+02,2.258205718994140625e+02,2.243460998535156250e+02,2.229681091308593750e+02,2.217384338378906250e+02,2.206676940917968750e+02,2.197925109863281250e+02,2.190501708984375000e+02,2.184656677246093750e+02,2.179902648925781250e+02,2.176339111328125000e+02,2.172684326171875000e+02,2.169097290039062500e+02,2.166058502197265625e+02,2.164721374511718750e+02,2.164749450683593750e+02,2.164319152832031250e+02,2.163362121582031250e+02,2.162150573730468750e+02,2.161434326171875000e+02,2.161308593750000000e+02,2.160718841552734375e+02
2.081949462890625000e+02,2.082714233398437500e+02,2.082941284179687500e+02,2.084448547363281250e+02,2.086517181396484375e+02,2.089523468017578125e+02,2.094210815429687500e+02,2.099845275878906250e+02,2.106907653808593750e+02,2.115121765136718750e+02,2.122966003417968750e+02,2.129680175781250000e+02,2.134618530273437500e+02,2.137627410888671875e+02,2.139187622070312500e+02,2.140478210449218750e+02,2.142756042480468750e+02,2.147057952880859375e+02,2.153708496093750000e+02,2.162249908447265625e+02,2.171194763183593750e+02,2.179014892578125000e+02,2.184693908691406250e+02,2.188295440673828125e+02,2.190347290039062500e+02,2.191527404785156250e+02,2.192281494140625000e+02,2.192908782958984375e+02,2.193506317138671875e+02,2.194128723144531250e+02,2.194795379638671875e+02,2.195270996093750000e+02,2.195277862548828125e+02,2.194854431152343750e+02,2.194429626464843750e+02,2.194054412841796875e+02,2.193684539794921875e+02,2.193120117187500000e+02,2.192255249023437500e+02,2.190731353759765625e+02,2.188342132568359375e+02,2.184792785644531250e+02,2.180169677734375000e+02,2.174993591308593750e+02,2.170136718750000000e+02,2.167099609375000000e+02,2.166229248046875000e+02,2.167323150634765625e+02,2.170160064697265625e+02,2.173528137207031250e+02,2.177593841552734375e+02,2.181379089355468750e+02,2.184985351562500000e+02,2.187173156738281250e+02,2.188721466064453125e+02,2.189920043945312500e+02,2.191770477294921875e+02,2.194150695800781250e+02,2.196048126220703125e+02,2.197269287109375000e+02,2.198072814941406250e+02,2.198172607421875000e+02,2.198353271484375000e+02,2.198277282714843750e+02
