0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.520018031944844665e+02,2.567278642126005366e+02,2.591826879330812403e+02,2.627564890907365225e+02,2.669179050322908893e+02,2.711844472888894870e+02,2.734267820066758077e+02,2.750233553526038577e+02,2.765497254830485190e+02,2.786609407469438224e+02,2.809841375920519795e+02,2.833386512097987975e+02,2.853655165056919714e+02,2.871458806739739202e+02,2.888750345411084481e+02,2.905881503882924903e+02,2.916850765979237394e+02,2.934460508169501622e+02,2.945855239127023992e+02,2.958246818446463635e+02,2.970143988657360978e+02,2.976109794882638653e+02,2.979581826439019778e+02,2.981724192761576546e+02,2.982415310146516845e+02,2.984904241111855185e+02,2.986166244816432140e+02,2.987753386785859107e+02,2.986748662508080088e+02,2.979759968743912850e+02,2.970806471463239973e+02,2.959025835784617584e+02,2.946578310411348980e+02,2.936216061868091742e+02,2.920063358749051190e+02,2.890537730652737309e+02,2.874830199299389619e+02,2.844395135926142757e+02,2.822404386223001893e+02,2.799713648797755923e+02,2.776874939702070719e+02,2.756582841715507470e+02,2.729636578440363337e+02,2.697040292720691355e+02,2.644527167208155447e+02,2.619439942015781639e+02,2.577334012910873753e+02,2.606531616008649621e+02,2.604129357467451769e+02,2.585365388249618945e+02,2.561932942410745682e+02,2.537333930657296435e+02,2.553459625244140625e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.486514507765578799e+02,2.542756230501011032e+02,2.556022930293429170e+02,2.588661161483659043e+02,2.611749544607189364e+02,2.649789624980023746e+02,2.678770235697428461e+02,2.698443771362304915e+02,2.714355244954426780e+02,2.730462084452311160e+02,2.748593124389648779e+02,2.767784535725911610e+02,2.787166122436523210e+02,2.806990127563476562e+02,2.827178034464518532e+02,2.846830997776967251e+02,2.863953936226446899e+02,2.880628112282519169e+02,2.896473676215277351e+02,2.908347372836703926e+02,2.917050984477900784e+02,2.925258871822034052e+02,2.931324547497934532e+02,2.935210275785519229e+02,2.937675465465335378e+02,2.938484558761760468e+02,2.939175313970094408e+02,2.941313098538306576e+02,2.944484369749663983e+02,2.946757544732863039e+02,2.947261246485066977e+02,2.944883636474609148e+02,2.935703065417281437e+02,2.923486443556999461e+02,2.906755161306400055e+02,2.889711259664099430e+02,2.865340929768880187e+02,2.844435200071806662e+02,2.826045552986819871e+02,2.801664383717072724e+02,2.782217413603329987e+02,2.758643666234509624e+02,2.740045065756630152e+02,2.720833370339047974e+02,2.708798409511670684e+02,2.686005824137727132e+02,2.661941319299774591e+02,2.644255266265006981e+02,2.627619968458153608e+02,2.610045032319568463e+02,2.592041967559278532e+02,2.574385480934440693e+02,2.572748736063639399e+02,2.571042343139648665e+02
0.000000000000000000e+00,2.489293488588544108e+02,2.503672318560669225e+02,2.536164921202500580e+02,2.561427560007147690e+02,2.584375110726662683e+02,2.596078983984863271e+02,2.627659365336099881e+02,2.649413406372070767e+02,2.664106984456379905e+02,2.677657806396484261e+02,2.692694488525390852e+02,2.709302744547525776e+02,2.727163625081379905e+02,2.746279144287109375e+02,2.766364069620768760e+02,2.786712697347005587e+02,2.806784556070963390e+02,2.825847681681315180e+02,2.843235448201497206e+02,2.858333906870039414e+02,2.872538690476190482e+02,2.883609002976190254e+02,2.891926540798610858e+02,2.898190658569336051e+02,2.901086766560872547e+02,2.901563659667968977e+02,2.901173797607422102e+02,2.901029683430990076e+02,2.902620564778645758e+02,2.905897486368814953e+02,2.909019048055013172e+02,2.909461329142252453e+02,2.905647771199544422e+02,2.897722829182942519e+02,2.886506520589192633e+02,2.871484342447917015e+02,2.853948932516163950e+02,2.831800355502104480e+02,2.811750783661265132e+02,2.789524893465908804e+02,2.767779376472177546e+02,2.747121005881849101e+02,2.729293669382731196e+02,2.712389272054036837e+02,2.695386159261067860e+02,2.679691184997558366e+02,2.664084403991698764e+02,2.646231544455914673e+02,2.629583810941769002e+02,2.613726904997499219e+02,2.601978069020281055e+02,2.585757815212674018e+02,2.575432047526041970e+02,2.570556312561035384e+02,2.568424118041992301e+02
2.403830192507384140e+02,2.447782214232054798e+02,2.473965708134100225e+02,2.497575063069661212e+02,2.499866201750156733e+02,2.511275904350922019e+02,2.544035357157389399e+02,2.564458546956379905e+02,2.579081194559732921e+02,2.590715891520181913e+02,2.601839609781901572e+02,2.613977516174315952e+02,2.628154607137043968e+02,2.644968187967936046e+02,2.664565429687500000e+02,2.686358144124349110e+02,2.708937441507975450e+02,2.730667358398437727e+02,2.750701802571614962e+02,2.768850229899088049e+02,2.784589899698893305e+02,2.796844467163085710e+02,2.804744084676106581e+02,2.809040328979492074e+02,2.811310211181640284e+02,2.812818125406901117e+02,2.814060368855794536e+02,2.814596766153971430e+02,2.814254338582356922e+02,2.813868484497070312e+02,2.814519973754882471e+02,2.816038828531901004e+02,2.816791041056314953e+02,2.814804438273112055e+02,2.808973541259765625e+02,2.798865076700845975e+02,2.785480066935221544e+02,2.768318300674521879e+02,2.748470256223516799e+02,2.726855074262888365e+02,2.706036636352538949e+02,2.685585009256998319e+02,2.666894666035969976e+02,2.650131490071614735e+02,2.635208241780599110e+02,2.622166208902995095e+02,2.610022300720214616e+02,2.597763282775878793e+02,2.584416999816894531e+02,2.570486165364583258e+02,2.556838101704915402e+02,2.544489021301269531e+02,2.533392695109049271e+02,2.525083132425943973e+02,2.520304512023925838e+02,2.518110404968261662e+02
2.393042724609375114e+02,2.387109171549479072e+02,2.393441829421971647e+02,2.408665704532414509e+02,2.424622088122246737e+02,2.457936749776204408e+02,2.478861073811848996e+02,2.494869547526041629e+02,2.507248692830403911e+02,2.517961072285970090e+02,2.528657295227050668e+02,2.540798049926757756e+02,2.555424921671549612e+02,2.572898033142089389e+02,2.592858884175618641e+02,2.614437324523925668e+02,2.636441777547200331e+02,2.657832216898600564e+02,2.678157534281413064e+02,2.697175196329752680e+02,2.714118715922037950e+02,2.727713653564453011e+02,2.736741254170735829e+02,2.741366063435872320e+02,2.743199483235677008e+02,2.743882972717285043e+02,2.744271293640136946e+02,2.744425292968750227e+02,2.744122411092122320e+02,2.743522916158040061e+02,2.743147232055664517e+02,2.742899673461914176e+02,2.741775052388509266e+02,2.738524464925129678e+02,2.732317151387533158e+02,2.722705345153808594e+02,2.709427182515462391e+02,2.694426286901318122e+02,2.674097920402151658e+02,2.653509078979492415e+02,2.632242266337076444e+02,2.612949595133463276e+02,2.595705874125162609e+02,2.580385063171386832e+02,2.566825574239095431e+02,2.554658465067545592e+02,2.543137674967447879e+02,2.531441968282063897e+02,2.518899416605631529e+02,2.505740150451660213e+02,2.492805686950683253e+02,2.480378407796223996e+02,2.469185666402181027e+02,2.460862154642741189e+02,2.455792409261067633e+02,2.453456118265787609e+02
2.320512204488118755e+02,2.324307164510091184e+02,2.329279950459798272e+02,2.339130783081054688e+02,2.355547889709472429e+02,2.374095461527506359e+02,2.390258628845214730e+02,2.403572283426920535e+02,2.414748647054036610e+02,2.424799952189127623e+02,2.435221717834472486e+02,2.447689219156901004e+02,2.463212554931640739e+02,2.481668675740559706e+02,2.502173695882161724e+02,2.523730972290039176e+02,2.545530509948730469e+02,2.567092503865559365e+02,2.588176808675130474e+02,2.608350496927897098e+02,2.626601000467936160e+02,2.641459754943847429e+02,2.651802708943685047e+02,2.657751726786295876e+02,2.660700546264648665e+02,2.662140886942545421e+02,2.662915891011555800e+02,2.663145535786946425e+02,2.662845705668131586e+02,2.662189404805501454e+02,2.661295656840006814e+02,2.659793342590331804e+02,2.656918764750162723e+02,2.651887054443359375e+02,2.644252449035644190e+02,2.633758244832357036e+02,2.620008135477701785e+02,2.603181668599446539e+02,2.583785758972168196e+02,2.562465072631836165e+02,2.541792551676432481e+02,2.522678833007812500e+02,2.505619209289550895e+02,2.490701581319173101e+02,2.477681388854980469e+02,2.466006741841633811e+02,2.454977773030598769e+02,2.443910657246907476e+02,2.432329091389973996e+02,2.420233545939127566e+02,2.408252535502115848e+02,2.396816101074218750e+02,2.386603632609049441e+02,2.378872230529785270e+02,2.374126548767089844e+02,2.371926938374837164e+02
2.230941986083984148e+02,2.235719014485677008e+02,2.240450274149576728e+02,2.246064783732096259e+02,2.255734151204426894e+02,2.267427703857421761e+02,2.278900578816731581e+02,2.289532953898112169e+02,2.299328595479329351e+02,2.308657035827636719e+02,2.318792416890462391e+02,2.331410555521647154e+02,2.347347798665364849e+02,2.366090146382649664e+02,2.386534950256347543e+02,2.407888819376627794e+02,2.429818682352701842e+02,2.452107134501139285e+02,2.474206161499023438e+02,2.495087786356608035e+02,2.513406514485677121e+02,2.527902908325195312e+02,2.537975252787272211e+02,2.544150787353515852e+02,2.547804585774739508e+02,2.550096326192220317e+02,2.551524256388346430e+02,2.552164911905924498e+02,2.552116213480631473e+02,2.551609001159667969e+02,2.550675435384114564e+02,2.548914039611816520e+02,2.545602750142415402e+02,2.540058403015136719e+02,2.531978922526041629e+02,2.521234156290690009e+02,2.507443428039550781e+02,2.490141230265299725e+02,2.469880915323893191e+02,2.448682950337727675e+02,2.427871078491210994e+02,2.408485033671061046e+02,2.391233271280924555e+02,2.376527219136555686e+02,2.364200340270996037e+02,2.353584376017252566e+02,2.343878072102864678e+02,2.334468424479166515e+02,2.325062159220377680e+02,2.315647468566894531e+02,2.306399711608886776e+02,2.297658014933268191e+02,2.289985994974771870e+02,2.284056727091471259e+02,2.280251271565755076e+02,2.278406562805175781e+02
2.151547513326009380e+02,2.153850100199381359e+02,2.154825772603352902e+02,2.153526100158691179e+02,2.151939432779947765e+02,2.151755241394043026e+02,2.154308461507161496e+02,2.159770512898763002e+02,2.167196680704752794e+02,2.175667783101399664e+02,2.185167917887369811e+02,2.196778902689615904e+02,2.210889249165852846e+02,2.227060384114583371e+02,2.244763412475585938e+02,2.264027982076009096e+02,2.285023264567057311e+02,2.307109731038411269e+02,2.328599772135416686e+02,2.347528231302896984e+02,2.362575144449869526e+02,2.373335927327474337e+02,2.380292689005533759e+02,2.384465675354003906e+02,2.386913248697916856e+02,2.388333562215169081e+02,2.389101549784342353e+02,2.389513608296712164e+02,2.389837303161621094e+02,2.390149375915527230e+02,2.390196739196777287e+02,2.389426282246907647e+02,2.387217811584472429e+02,2.383162391662597486e+02,2.377021970113118243e+02,2.368485890706380133e+02,2.357044425964355412e+02,2.342350229899088276e+02,2.324967132568359318e+02,2.306641263326009152e+02,2.288717941284179460e+02,2.272125996907552121e+02,2.257460807800292741e+02,2.245143300374348883e+02,2.235125340779622434e+02,2.227096661885579465e+02,2.220639597574869981e+02,2.215394826253255189e+02,2.211121233622233149e+02,2.207710957845052064e+02,2.205230832417805686e+02,2.203276784261067860e+02,2.201183698018392079e+02,2.199000391642252623e+02,2.197279301961262945e+02,2.196570124308268248e+02
2.129086425781250114e+02,2.129898760477701671e+02,2.128759028116861884e+02,2.124265480041503906e+02,2.117951835632324276e+02,2.113119270324707202e+02,2.111987584431965956e+02,2.114812131245930971e+02,2.120741322835286269e+02,2.128684463500976562e+02,2.137832845052083144e+02,2.147823051452636491e+02,2.158520937601725223e+02,2.170003896077474224e+02,2.182772262573242301e+02,2.197495740254719863e+02,2.214240320841471146e+02,2.231897961934407419e+02,2.248500094095865904e+02,2.262241533915201899e+02,2.272236429850260606e+02,2.278617131551106922e+02,2.282217758178711051e+02,2.284072893778482864e+02,2.285015553792317746e+02,2.285492220560709598e+02,2.285685269673665516e+02,2.285734631856282704e+02,2.285794367472330748e+02,2.285944201151529853e+02,2.286127896626790346e+02,2.286140373229980582e+02,2.285642214457193973e+02,2.284177541097005246e+02,2.281173116048177292e+02,2.276021535237630360e+02,2.268277514139811046e+02,2.258019976298014058e+02,2.246291745503743300e+02,2.234848114013672102e+02,2.224797561645507926e+02,2.216218676249186217e+02,2.208690747578938840e+02,2.202003046671549669e+02,2.196295537312825559e+02,2.191752271016438840e+02,2.188459437052408703e+02,2.186447568257649721e+02,2.185741322835286269e+02,2.186218050638834711e+02,2.187496927897135492e+02,2.188979878743489564e+02,2.190004633585612055e+02,2.190232943216959711e+02,2.189869351704915061e+02,2.189423746744791686e+02
2.121043780008951956e+02,2.120448885599772098e+02,2.117758524576822765e+02,2.111876391092936274e+02,2.103772171020507926e+02,2.096584823608398551e+02,2.093224057515462277e+02,2.094542254130045649e+02,2.099774945576985488e+02,2.107513951619466184e+02,2.116203748067219976e+02,2.124465029398600109e+02,2.131477767944336108e+02,2.137309875488281250e+02,2.142873181660970090e+02,2.149274851481119697e+02,2.156833223978678120e+02,2.164612706502278456e+02,2.171023727416992415e+02,2.174934982299804744e+02,2.176245073954264342e+02,2.175674072265625227e+02,2.174200027465820426e+02,2.172568394978841297e+02,2.171154767354329351e+02,2.170075286865234432e+02,2.169340929667154967e+02,2.168931790669759323e+02,2.168809448242187159e+02,2.168982940673828068e+02,2.169605560302734375e+02,2.170898470560709939e+02,2.172867490132649664e+02,2.175060256958007869e+02,2.176660321553547988e+02,2.176961990356445540e+02,2.175847361246744640e+02,2.173989097595214730e+02,2.172701146443684479e+02,2.173212445576985772e+02,2.175636739095052121e+02,2.178945340474446652e+02,2.181837059020996037e+02,2.183557693481445199e+02,2.184200482686360658e+02,2.184364809672037779e+02,2.184721791585286610e+02,2.185834147135416572e+02,2.188046244303385492e+02,2.191332974751790346e+02,2.195250605265299555e+02,2.199036499023437443e+02,2.201899971008300554e+02,2.203454119364420478e+02,2.203919265747070426e+02,2.203880439758301009e+02
