0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.516839338030133888e+02,2.530632091959061256e+02,2.538895152779997204e+02,2.548335620148804423e+02,2.587934821843123814e+02,2.609992656464055472e+02,2.626433759705561215e+02,2.637252539719158904e+02,2.646823346349746657e+02,2.657848347210722295e+02,2.666487691935607813e+02,2.681877849313042930e+02,2.696852600513192897e+02,2.709261101222584784e+02,2.720570979329797865e+02,2.730214088351769419e+02,2.737708752042380524e+02,2.746658339847378443e+02,2.754566611490803894e+02,2.763330018471702374e+02,2.772642152738079062e+02,2.785224402667446952e+02,2.797252273418279174e+02,2.811475858325543982e+02,2.826337728970890453e+02,2.840746209329184353e+02,2.855345638991371970e+02,2.865662963349284382e+02,2.873950001895497053e+02,2.885161714799443189e+02,2.894873672017282047e+02,2.905069290412405962e+02,2.910924230206578045e+02,2.919691515482327304e+02,2.926548478145721788e+02,2.933086702620199731e+02,2.938714981411972644e+02,2.948373034336357250e+02,2.956257850551410229e+02,2.959728517711671998e+02,2.964141279445073565e+02,2.968800455786779935e+02,2.968839356291215381e+02,2.968196957776005434e+02,2.964820939830103157e+02,2.965113089202879451e+02,2.968788950892857201e+02,2.972604536204372039e+02,2.973329787152279096e+02,2.972166391229208102e+02,2.969625811548442016e+02,2.964641237070620718e+02,2.956603822773255956e+02,2.951380633037069856e+02,2.946245399215998759e+02,2.939362107978089966e+02,2.930944414287056929e+02,2.918208179074998156e+02,2.910271172804179969e+02,2.894890690157670292e+02,2.888165341019403058e+02,2.874757730015468269e+02,2.869817821059411926e+02,2.849861053447320955e+02,2.837102301145657179e+02,2.820290440875991749e+02,2.800086556019060708e+02,2.778265033035047509e+02,2.773710149147770494e+02,2.756685350879388352e+02,2.749307972500123469e+02,2.726157505812976183e+02,2.723134523820796176e+02,2.723607277487279248e+02,2.708761885436497323e+02,2.698183269044453141e+02,2.669252215105733512e+02,2.649407742863141380e+02,2.629208042031465880e+02,2.629547430020075467e+02,2.606043535988366102e+02,2.606326320579605635e+02,2.615694244982385044e+02,2.608821890138322601e+02,2.593824044366628527e+02,2.589139723959900721e+02,2.578746609791143101e+02,2.572998946719331457e+02,2.571953483838726129e+02,2.568915468004014997e+02,2.563293085734049441e+02,2.561197494506836279e+02,2.559818359374999375e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.529791668125324406e+02,2.534452338059517729e+02,2.542312219778673352e+02,2.556006301249307171e+02,2.564355187371695592e+02,2.583749905575968455e+02,2.600263992442558560e+02,2.605853619874296783e+02,2.617483606948505894e+02,2.623905339615196226e+02,2.637798000759548245e+02,2.653000720553927749e+02,2.666726148817274407e+02,2.678313566419813583e+02,2.688433956570095802e+02,2.697263649834526973e+02,2.705146309746635893e+02,2.712967549641927008e+02,2.721062810262044422e+02,2.729748469657200189e+02,2.739362877519615722e+02,2.749858115297711265e+02,2.761219978482115494e+02,2.773720835932979298e+02,2.787476277166924206e+02,2.801664048793859934e+02,2.814792140560770122e+02,2.827076336480652117e+02,2.839582066632699480e+02,2.850751209077381532e+02,2.861936375276854960e+02,2.872541959993131968e+02,2.880374108111606120e+02,2.890161293498249506e+02,2.895475452296708454e+02,2.902227679628314263e+02,2.907398608218350091e+02,2.912212009576584251e+02,2.916275864109848612e+02,2.920222932007717986e+02,2.924100755931713138e+02,2.926961920269547477e+02,2.927093334056713161e+02,2.925650765681612597e+02,2.924459274513134233e+02,2.924974711984827991e+02,2.927226863519265407e+02,2.929131191792188247e+02,2.930883485243056157e+02,2.931621478774641218e+02,2.931118944980863716e+02,2.928377591750479496e+02,2.927582452304121148e+02,2.923455881712226301e+02,2.922486099567819338e+02,2.912872605172282761e+02,2.908340799553114380e+02,2.900406695536090069e+02,2.893679828217595968e+02,2.878155247156698806e+02,2.866034229910170552e+02,2.850783029597555469e+02,2.841356570753595747e+02,2.822903950296347944e+02,2.815012567834191373e+02,2.803164470515839071e+02,2.787269398224364068e+02,2.776700222212687663e+02,2.768878537288114785e+02,2.747668054228180381e+02,2.741340832728277519e+02,2.730989015871260790e+02,2.719467884440697389e+02,2.709179003646760862e+02,2.702651606453581508e+02,2.690728714498799832e+02,2.681851666704929471e+02,2.669921619537479955e+02,2.656978478646248050e+02,2.644922968490224093e+02,2.636945670554667345e+02,2.624827673432731103e+02,2.617983612112714127e+02,2.606380837180397521e+02,2.595708392122607506e+02,2.587846927613250614e+02,2.579635944203043891e+02,2.574652100019300178e+02,2.570721550661085075e+02,2.566977381388346089e+02,2.562545762803819684e+02,2.559932300143771897e+02,2.559218098958332632e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.533459603676540155e+02,2.505686368203976429e+02,2.521234080534183306e+02,2.532773133016968643e+02,2.542873176004607672e+02,2.542200570721090287e+02,2.557326114789120481e+02,2.572586898151375863e+02,2.578273314847600659e+02,2.588134535976740835e+02,2.589425377565337385e+02,2.607786270141601221e+02,2.619815275404188810e+02,2.630155049641927576e+02,2.639411950005425638e+02,2.648224412706163662e+02,2.656764994303385379e+02,2.665116726345485745e+02,2.673694997151692974e+02,2.682687477959527200e+02,2.692369354248046989e+02,2.702757642957899407e+02,2.714093460083008154e+02,2.726291836208767450e+02,2.739270740085178204e+02,2.752827104356553605e+02,2.766599161783854015e+02,2.780173027886284558e+02,2.793257578531900549e+02,2.805854142930772355e+02,2.815887848324246079e+02,2.828446182839912240e+02,2.838710334429824229e+02,2.848053998766446853e+02,2.856208083196272014e+02,2.862550864955356928e+02,2.869567965323464591e+02,2.874560020500886708e+02,2.878962159934619081e+02,2.882943650630482466e+02,2.885803381990131129e+02,2.888110313166798164e+02,2.889247968064693168e+02,2.890107974582248289e+02,2.890328851425438188e+02,2.891272464625660064e+02,2.891710652669270871e+02,2.891682952880859716e+02,2.891799023437499727e+02,2.892506112938596630e+02,2.892925820494199343e+02,2.893287133360745997e+02,2.892755417351974074e+02,2.891690619574653169e+02,2.888365169908754524e+02,2.884798180474175524e+02,2.879267787143639907e+02,2.873035050027411899e+02,2.864906676262290262e+02,2.855649026654727436e+02,2.844801641431364487e+02,2.834917376228932540e+02,2.822717289980968758e+02,2.807527241044255106e+02,2.796596221547067671e+02,2.784273313015619919e+02,2.770850790958273819e+02,2.759537466418887561e+02,2.745246385428200711e+02,2.732804424113946880e+02,2.723523041578117727e+02,2.712149059008526706e+02,2.700592704441236265e+02,2.688880490165844321e+02,2.683558090209961051e+02,2.674118472629123175e+02,2.665501125538886527e+02,2.657068349202473883e+02,2.647785480070269273e+02,2.639350161873655338e+02,2.629833115020683181e+02,2.620150161360326706e+02,2.610145240562549702e+02,2.603094983362268522e+02,2.595224326027199027e+02,2.586362500739820121e+02,2.578853743406672834e+02,2.571284921179135949e+02,2.566027001064349520e+02,2.561924597846137317e+02,2.559091840955946680e+02,2.556002827962239508e+02,2.553800286187065467e+02,2.553587565104166686e+02
2.338024284638554207e+02,2.368425580262035055e+02,2.406809193560424944e+02,2.427674650512194887e+02,2.442464125067570251e+02,2.452962044064293252e+02,2.457943390761575984e+02,2.459675737425986028e+02,2.473977637752290377e+02,2.478418704319540495e+02,2.484838569154916570e+02,2.504546712239583428e+02,2.524885565863715158e+02,2.536950391981336850e+02,2.546744344075520985e+02,2.554963119506835767e+02,2.562332082112629905e+02,2.569367853800455919e+02,2.576456529405381843e+02,2.583885913425021954e+02,2.591864664713541515e+02,2.600589803059895644e+02,2.610261644151475480e+02,2.621008329603407105e+02,2.632832314385307768e+02,2.645655710856119640e+02,2.659252763536240991e+02,2.673189310709635151e+02,2.687113043891059192e+02,2.700901884290906878e+02,2.714384902954101904e+02,2.727484341091579836e+02,2.740039866129557140e+02,2.751824682547198222e+02,2.762059885553728122e+02,2.771665940241227872e+02,2.780023773300438847e+02,2.787007223135964864e+02,2.792596011513157919e+02,2.796866152686403666e+02,2.799929776589912080e+02,2.801973022460937841e+02,2.802986168755425638e+02,2.803692972819010265e+02,2.804226437038845461e+02,2.804567749023437955e+02,2.804683353000216925e+02,2.804592247856987797e+02,2.804512407090928718e+02,2.804600880940755019e+02,2.804638495551214987e+02,2.804870680067274407e+02,2.805117353651258441e+02,2.805128794352213504e+02,2.804706302218967267e+02,2.803554490831162980e+02,2.801476033528645644e+02,2.798205166286892904e+02,2.793436601426865877e+02,2.787291639539930088e+02,2.779831098768445941e+02,2.771253282335069343e+02,2.761539930555555316e+02,2.748961360677083121e+02,2.737056313275397770e+02,2.725080661502223620e+02,2.712096089680989621e+02,2.698421542471426164e+02,2.688709339647737124e+02,2.676595213060255105e+02,2.664358927408854356e+02,2.653129542032877453e+02,2.642593739827473769e+02,2.632794128417968409e+02,2.623738862779405281e+02,2.615245883517795278e+02,2.607272840711805770e+02,2.599665673149957001e+02,2.592365007188585082e+02,2.585182164510090956e+02,2.577831202189127566e+02,2.570485309176975193e+02,2.563332699245876825e+02,2.556091281467014085e+02,2.549042506914647674e+02,2.543301190674619932e+02,2.537301493852334318e+02,2.528272056065420657e+02,2.521688201035215400e+02,2.517294067382812557e+02,2.513344443427191948e+02,2.510166215684679116e+02,2.507853410508897412e+02,2.505942192925347172e+02,2.504549484252929688e+02,2.505081217447917368e+02
2.355792154947916686e+02,2.358166726006402030e+02,2.364085306803385436e+02,2.364695738050672844e+02,2.366639529001173514e+02,2.370884057830463973e+02,2.372344953693161642e+02,2.382393180261258294e+02,2.395941543579101562e+02,2.415031704372829893e+02,2.432147009955512260e+02,2.446977895100911553e+02,2.459660474989149179e+02,2.470282172309027828e+02,2.479129504733615477e+02,2.486661968655056683e+02,2.493463241577148608e+02,2.500006096733941092e+02,2.506672317504883267e+02,2.513779210408528968e+02,2.521566474066840158e+02,2.530234078301324132e+02,2.539959947374131843e+02,2.550859488593207516e+02,2.562840961032443943e+02,2.575743111504448848e+02,2.589240385267469833e+02,2.602914679633246919e+02,2.616556087917751938e+02,2.630065592447916742e+02,2.643345728556315066e+02,2.656323264227973482e+02,2.668852930704752566e+02,2.680803332858615704e+02,2.692080686781141594e+02,2.702551366170247888e+02,2.711923295762803718e+02,2.719860022650825044e+02,2.726158442179362282e+02,2.730996100531684192e+02,2.734280319213867188e+02,2.736383438110351562e+02,2.737527221679687841e+02,2.738008232964409672e+02,2.738033053927951528e+02,2.737839216444227191e+02,2.737745001898871351e+02,2.737658408270942232e+02,2.737510065714517964e+02,2.737390674167208999e+02,2.737306835598415660e+02,2.737351116604274921e+02,2.737227213541666515e+02,2.736725626627604129e+02,2.735654981825086907e+02,2.733814322577582629e+02,2.731007792154948106e+02,2.727095535278320426e+02,2.721875133938259523e+02,2.715265630086262831e+02,2.707303436279296989e+02,2.698232455783419823e+02,2.688185602823893419e+02,2.676543341021165929e+02,2.664154389880952181e+02,2.651706758174190099e+02,2.639231441695602030e+02,2.628531759522118136e+02,2.615213550143771499e+02,2.603435462103950044e+02,2.592080688476562500e+02,2.581610332912868557e+02,2.571806537204318488e+02,2.562625003390842267e+02,2.554091072930229984e+02,2.546120117187499829e+02,2.538597839355468579e+02,2.531389923095703125e+02,2.524416785346137146e+02,2.517580205281575445e+02,2.510753377278645928e+02,2.504050130208333087e+02,2.497565641615126140e+02,2.491096262613932595e+02,2.484677159627278797e+02,2.478223751491970290e+02,2.471848073323568258e+02,2.465709506564670335e+02,2.459986506144205975e+02,2.454961246066623346e+02,2.450723537868923358e+02,2.447466929117838674e+02,2.445061993069118671e+02,2.443196719699435562e+02,2.441941014607747604e+02,2.442965983072917595e+02
2.290547851562500625e+02,2.290702338324652771e+02,2.294098363240559877e+02,2.297514743381076130e+02,2.300977398342556626e+02,2.304968522813585139e+02,2.310554999457465328e+02,2.317858768039279767e+02,2.327072630140516765e+02,2.338148861355251711e+02,2.350253875732422273e+02,2.362256646050347229e+02,2.373053799099392620e+02,2.382304226345486313e+02,2.390185609605576929e+02,2.397022079467773494e+02,2.403329337226020073e+02,2.409535987006293283e+02,2.415993150499132014e+02,2.422984337700737854e+02,2.430729980468750000e+02,2.439453231811523608e+02,2.449323179456922901e+02,2.460414642333984148e+02,2.472624557495117585e+02,2.485715260823567405e+02,2.499281560262044479e+02,2.512965625339083999e+02,2.526587888929578867e+02,2.540026516384548358e+02,2.553235299004448962e+02,2.566209318372938810e+02,2.579017962985568602e+02,2.591691687689886976e+02,2.603992926703559192e+02,2.615636518690321282e+02,2.626247016059027715e+02,2.635496509128146840e+02,2.643186542087130988e+02,2.649304592556423472e+02,2.653972101847330691e+02,2.657326860215928832e+02,2.659542650010851048e+02,2.660928843180338390e+02,2.661741580539279539e+02,2.662219738430446796e+02,2.662426984998915032e+02,2.662538653903537238e+02,2.662545837402344091e+02,2.662452475653753936e+02,2.662150456746419422e+02,2.661541558159722172e+02,2.660592171563042143e+02,2.659074905395507926e+02,2.656732464260525717e+02,2.653537063598632812e+02,2.649341379801432481e+02,2.644018402099609375e+02,2.637544684516058737e+02,2.629857452392578239e+02,2.620915027194553204e+02,2.610823316786024293e+02,2.599753209431965502e+02,2.587985126071505988e+02,2.575772101508246692e+02,2.562884641859266139e+02,2.549681333753797787e+02,2.536849321153428889e+02,2.524579252454969662e+02,2.512973937988281250e+02,2.501853257921006843e+02,2.491501510620116733e+02,2.481868487887912522e+02,2.472928602430555713e+02,2.464590065850151461e+02,2.456797049628363823e+02,2.449446004231770360e+02,2.442401969061957914e+02,2.435584050496419195e+02,2.428927937825520473e+02,2.422389199150933052e+02,2.415983701917860174e+02,2.409759980943467781e+02,2.403576641506619183e+02,2.397353534274630817e+02,2.391077428181965843e+02,2.384958631727430429e+02,2.379041010538736884e+02,2.373511874728732494e+02,2.368619662814670335e+02,2.364365420871311017e+02,2.360918497721354186e+02,2.358334743923611256e+02,2.356472305297851619e+02,2.355222663031684078e+02,2.356544270833333314e+02
2.192484374999999375e+02,2.192361411200629391e+02,2.195104512532551837e+02,2.198280493842230783e+02,2.201709257337781764e+02,2.205551345825195142e+02,2.210399848090277430e+02,2.216685034857855783e+02,2.224246448092990533e+02,2.233128068712022412e+02,2.242683180067274407e+02,2.252084749009873974e+02,2.260682093302408759e+02,2.268153418646918453e+02,2.274937627156575672e+02,2.281123972574870038e+02,2.287080939398871351e+02,2.293137910630968008e+02,2.299585937500000057e+02,2.306667916191948677e+02,2.314587858412000969e+02,2.323550981309678889e+02,2.333699518839518134e+02,2.345071027967665032e+02,2.357511400010850764e+02,2.370702275594075275e+02,2.384232098049587876e+02,2.397791461520725136e+02,2.411224204169379561e+02,2.424478157891167882e+02,2.437633948432074646e+02,2.450830434163411553e+02,2.464168409559461850e+02,2.477515894571940009e+02,2.490456386990017279e+02,2.502476504855685562e+02,2.513173146565755189e+02,2.522365576850043283e+02,2.530034147474500799e+02,2.536259897867838333e+02,2.541178305731879163e+02,2.544878438313802178e+02,2.547538048638237740e+02,2.549351847330729299e+02,2.550491604275173643e+02,2.551131920708550354e+02,2.551456563313802235e+02,2.551613155788845688e+02,2.551665476481119583e+02,2.551562745836045849e+02,2.551321200900607664e+02,2.550840179443359546e+02,2.549842380099826471e+02,2.548125152587890625e+02,2.545554034762912181e+02,2.542091766357421818e+02,2.537654334174262374e+02,2.532197441948784729e+02,2.525669959174262260e+02,2.517979220920138630e+02,2.509060153537326130e+02,2.498860788981119470e+02,2.487458565606010836e+02,2.475066565619574703e+02,2.461977049085828924e+02,2.448538728502061588e+02,2.435176522148980212e+02,2.422084823608398381e+02,2.409482384575737797e+02,2.397608973185221259e+02,2.386493815104166742e+02,2.376079652574327099e+02,2.366476845635308166e+02,2.357637742784287695e+02,2.349415332370333829e+02,2.341750250922308680e+02,2.334552388509114564e+02,2.327704491509331604e+02,2.321083194308810960e+02,2.314627666897244183e+02,2.308346020168728501e+02,2.302168797810872150e+02,2.296181462605794366e+02,2.290253387451171818e+02,2.284394788953993327e+02,2.278554307725694343e+02,2.273000961303711165e+02,2.267731374104817803e+02,2.262835411919487854e+02,2.258500974867078810e+02,2.254750254313151174e+02,2.251690373738606468e+02,2.249387805514865306e+02,2.247922086927625571e+02,2.246928566826714757e+02,2.247954589843749602e+02
2.097944661458332405e+02,2.098834825303819400e+02,2.100465503268771670e+02,2.102164111667209454e+02,2.104130978054470518e+02,2.106153864542643532e+02,2.108661156548394047e+02,2.111392723931206490e+02,2.114276280721028627e+02,2.117594806247287522e+02,2.121103349473741275e+02,2.124790437486436758e+02,2.128545376247830063e+02,2.132810443454318374e+02,2.137861662122938071e+02,2.143185399373372491e+02,2.148769097222222229e+02,2.154693647596571111e+02,2.161075968424479470e+02,2.168050043741861828e+02,2.175699313693576187e+02,2.184129965888129448e+02,2.193382871839735060e+02,2.203429250081379962e+02,2.214224015977647468e+02,2.225648601955837478e+02,2.237602876451280451e+02,2.250032240125867986e+02,2.262860505845811758e+02,2.276052203708225079e+02,2.289679265340168968e+02,2.303676591661241275e+02,2.317735110812717210e+02,2.331287770589192405e+02,2.343724338107639085e+02,2.354614459567599454e+02,2.363833492702907790e+02,2.371435624864366218e+02,2.377584569295247547e+02,2.382497446695963390e+02,2.386423992580837421e+02,2.389490373399522696e+02,2.391855504353841297e+02,2.393547971937391594e+02,2.394657506306966468e+02,2.395291366577148438e+02,2.395639992607964359e+02,2.395815555148654710e+02,2.395936323377821111e+02,2.396007719251844321e+02,2.396007125854492585e+02,2.395819741143120609e+02,2.395143788655599053e+02,2.393807005140516537e+02,2.391719994439019104e+02,2.388845216539170906e+02,2.385124693128798015e+02,2.380542088826497604e+02,2.375060870700412181e+02,2.368608671400281764e+02,2.361066657172309249e+02,2.352238605075412181e+02,2.341992379082573734e+02,2.330244432237413150e+02,2.317212493896484204e+02,2.303558044433593750e+02,2.289833879258897866e+02,2.276514624701605953e+02,2.263805392795138687e+02,2.251859563191731866e+02,2.240926542494032390e+02,2.230798590766058851e+02,2.221723178439669937e+02,2.213546746148003592e+02,2.206110671997070085e+02,2.199295727199978501e+02,2.193062533908420164e+02,2.187430735270182538e+02,2.182154535929361998e+02,2.177184141370985344e+02,2.172706180148654767e+02,2.168291856553819343e+02,2.164252651638454665e+02,2.160646725124782677e+02,2.157484702216254391e+02,2.154652169121635836e+02,2.152392888387044820e+02,2.150405490451388744e+02,2.148611000908746007e+02,2.147146067301432595e+02,2.145901643541124031e+02,2.144841076321072251e+02,2.144275134616428033e+02,2.144196282280815922e+02,2.144285281711154312e+02,2.144163411458333428e+02
2.074965006510416572e+02,2.076509158664279369e+02,2.076954476250542427e+02,2.077691328260633838e+02,2.078923226250542484e+02,2.080083594428168396e+02,2.081149493747287522e+02,2.081881898668077326e+02,2.082129694620768134e+02,2.082354064941406193e+02,2.082595269097222399e+02,2.083405649820963390e+02,2.084891515096028343e+02,2.087735144721137033e+02,2.092007698906792541e+02,2.096944963243272468e+02,2.102289518568250912e+02,2.107884830050998062e+02,2.113654400295681342e+02,2.119533799913194798e+02,2.125423948499891651e+02,2.131275417751736256e+02,2.137027967664930657e+02,2.142734466552734318e+02,2.148661846584743671e+02,2.155132239447699476e+02,2.162498504638671477e+02,2.171034961276584170e+02,2.180889992607964416e+02,2.191975843641492929e+02,2.204165111965603501e+02,2.216990017361110858e+02,2.229784774780273438e+02,2.241868667602539062e+02,2.252706512451171932e+02,2.261996882120768078e+02,2.269679523044162579e+02,2.275836403740777030e+02,2.280716283162435047e+02,2.284565685696071853e+02,2.287581378512912522e+02,2.289930348714192689e+02,2.291767022026909615e+02,2.293152977837456490e+02,2.294132037692600079e+02,2.294810428195529539e+02,2.295314544677734148e+02,2.295590411716037522e+02,2.295597888522677579e+02,2.295357833862304915e+02,2.295035970052083201e+02,2.294721167670356010e+02,2.294267218695746635e+02,2.293447547064887146e+02,2.292112718370225650e+02,2.290121358235677178e+02,2.287276807996961736e+02,2.283539711846245552e+02,2.278901078965928662e+02,2.273320883856879391e+02,2.266768442789713447e+02,2.259176505194770073e+02,2.250591540866428204e+02,2.240964040120443030e+02,2.230276538425021897e+02,2.219023929172092267e+02,2.207752141316731525e+02,2.196863811916774978e+02,2.186748223198784729e+02,2.177495359632704037e+02,2.169280229356553775e+02,2.161838641696506045e+02,2.155513946533203296e+02,2.150077085706923015e+02,2.145347964816623119e+02,2.141206364949543968e+02,2.137594901190863368e+02,2.134522691514756900e+02,2.131748319837781764e+02,2.129288194444444287e+02,2.127373553805881272e+02,2.125558620876736313e+02,2.124200988769531193e+02,2.123346577962239508e+02,2.123034717135959397e+02,2.122931284586588561e+02,2.123354022555880931e+02,2.123891221788194343e+02,2.124369854397243671e+02,2.124871590508354586e+02,2.125230187310112626e+02,2.125393403795030451e+02,2.125635279337564896e+02,2.126156590779622491e+02,2.126649934556749031e+02,2.125258300781250398e+02
2.081629557291666686e+02,2.083217461480034842e+02,2.083482850816514258e+02,2.084238038804795963e+02,2.085465886433919422e+02,2.086639085557725650e+02,2.087546983506944400e+02,2.088119901869032162e+02,2.088397186279296704e+02,2.088688323974609204e+02,2.089187032063802008e+02,2.090464804755316663e+02,2.092834236992730439e+02,2.096690205891926837e+02,2.101876722547742702e+02,2.107844623141818374e+02,2.114153793334960767e+02,2.120404761420355726e+02,2.126233356051974681e+02,2.131294223361544766e+02,2.135263751559787408e+02,2.137900338066948791e+02,2.139082438151041572e+02,2.138905339558918968e+02,2.137746687147352702e+02,2.136178400675455578e+02,2.134879469129774350e+02,2.134462478637695142e+02,2.135303129408094662e+02,2.137434444851345745e+02,2.140629750569661667e+02,2.144436648898654312e+02,2.148413765801323336e+02,2.152291135999891196e+02,2.155899987114800354e+02,2.159142493353949703e+02,2.162005018446180600e+02,2.164507598876953125e+02,2.166677208794487797e+02,2.168544377644856525e+02,2.170121658325195142e+02,2.171414998372395928e+02,2.172498184204101506e+02,2.173462380303277257e+02,2.174455958048502850e+02,2.175455354478624201e+02,2.176265102810330063e+02,2.176749189588758782e+02,2.176705268012152885e+02,2.176167587280273494e+02,2.175296608818902087e+02,2.174346735636393362e+02,2.173554077148437500e+02,2.172920995076497377e+02,2.172214536878797446e+02,2.171235141330294880e+02,2.169851194593641424e+02,2.168036453247070483e+02,2.165789093017577898e+02,2.163173555162217951e+02,2.160263532850477475e+02,2.157205710517035584e+02,2.154194090101454151e+02,2.151309872097439211e+02,2.148545973036024463e+02,2.145960835774739337e+02,2.143625111897786439e+02,2.141704540676540773e+02,2.140445656670464416e+02,2.139810022989909157e+02,2.139784801907009353e+02,2.140060716417100650e+02,2.140627980550130189e+02,2.141296503702799612e+02,2.141941826714409842e+02,2.142480255126953068e+02,2.142891155666775376e+02,2.143177422417535070e+02,2.143279001871744924e+02,2.143261844211154710e+02,2.143290510389539634e+02,2.143296485053168396e+02,2.143490656534830521e+02,2.143965459187825218e+02,2.144755237155490306e+02,2.145690246582031193e+02,2.146805757310655451e+02,2.147915600246853103e+02,2.148899531046548930e+02,2.149762139214409729e+02,2.150429892645941834e+02,2.150869508531358463e+02,2.151202943589952383e+02,2.151588719685872491e+02,2.151844153510199646e+02,2.150315755208333428e+02
